Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Fantasy,Horror,Mystery,Romance,Sci-Fi,Thriller,Year,Runtime_Minutes,Rating,Votes,Revenue_Millions,Metascore_adj,Yes_Top,training
1,0,0,0,0,0,1,1,0,0,0,0,0,2014,92,6.3,148504,55.94,4,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0,2015,122,6.9,90372,24.99,4.7,0,1
0,1,0,0,1,0,0,0,0,0,0,1,0,2006,84,6.6,115355,0.44,6.6,0,0
1,1,0,0,0,0,0,0,0,0,0,0,1,2010,103,6.5,283282,102.98,4.5,0,1
0,0,0,0,0,0,0,1,1,0,0,0,0,2013,91,6.5,133113,54.24,5.7,0,1
0,0,0,0,0,0,0,0,1,1,0,0,0,2012,110,6.8,171169,48.06,5.3,0,0
0,1,1,0,1,0,0,0,0,0,0,0,0,2012,101,7.8,290559,189.41,7.2,0,1
1,1,0,0,0,0,1,0,0,0,0,0,0,2012,127,6.1,239772,155.11,5.7,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,2015,111,5.8,47804,34.96,3.6,0,1
1,1,0,0,0,0,0,0,0,0,0,1,0,2011,154,6.3,338369,352.36,4.2,1,0
0,0,0,0,1,0,1,0,0,0,0,0,0,2007,96,7.5,432461,143.49,8.1,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,2016,98,6.1,26521,4.2,5.8,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,2016,98,6.5,68654,41.01,5.5,0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,2014,109,6,110825,83.91,3.9,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0,2007,107,7.1,150353,127.71,7.5,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,2015,121,7.1,159582,75.27,5.1,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,2006,101,7.8,374044,59.89,8,0,0
0,0,0,1,0,0,1,0,0,0,0,0,0,2016,117,6.8,11900,4.85,6.2,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,2010,106,5.8,238206,163.19,3.9,0,1
1,0,0,0,0,0,1,0,0,0,0,0,0,2016,117,6.8,44425,27.55,5.8,0,1
1,1,0,0,0,0,0,0,0,0,0,1,0,2010,125,6.8,273959,172.05,4.9,0,0
1,1,0,0,0,0,0,0,0,1,0,0,0,2013,146,7.6,525646,424.65,7.6,0,0
0,0,0,0,0,1,1,0,0,1,0,0,0,2010,101,6.3,44158,0.58,5.7,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,2016,90,4.9,6809,131.56,3.7,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,2010,103,4.2,125129,,2,1,0
0,0,0,0,1,0,0,0,0,0,1,0,0,2014,94,5.1,89885,38.54,3.6,0,1
0,0,0,0,1,0,1,0,0,0,1,0,0,2012,110,5.7,60059,41.1,4.1,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2011,133,7.6,297395,75.61,8.7,0,1
1,0,0,0,0,0,0,1,0,0,0,0,1,2007,114,5.2,190673,115.8,3.5,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2014,137,7.2,114006,115.6,5.9,0,1
1,0,0,0,0,0,1,1,0,0,0,0,0,2011,110,6,142900,83.5,4.6,0,0
0,1,0,0,0,0,0,0,0,0,0,1,1,2007,107,7.3,199860,3.68,6.4,1,1
0,1,1,0,1,0,0,0,0,0,0,0,0,2012,93,7.2,293941,237.28,6.9,0,1
0,0,0,0,0,0,1,0,0,1,0,0,1,2009,152,7.8,182074,10.1,7.6,0,1
0,0,0,0,0,0,1,0,0,0,1,0,0,2013,112,6.2,25208,0.32,3.7,0,1
0,0,0,0,0,1,1,0,0,1,0,0,0,2014,106,7.1,116118,10.72,6.9,0,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2006,105,6.4,122864,2.34,4.5,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,2015,96,6.1,68306,150.32,4.2,0,0
0,0,0,0,0,0,1,0,1,1,0,0,0,2010,116,7.2,97141,12.13,7.9,0,1
1,0,0,0,0,0,1,0,0,0,0,0,0,2008,110,6.6,84083,24.85,3.9,0,1
1,1,0,0,1,0,0,0,0,0,0,0,0,2016,83,6.2,63408,6.86,4.4,0,1
0,0,0,0,0,0,1,0,0,1,0,1,0,2009,97,7.9,277123,5.01,6.7,0,1
1,0,1,0,1,0,0,0,0,0,0,0,0,2010,95,7.3,183926,148.34,6.3,0,0
1,0,0,0,0,1,1,0,0,0,0,0,0,2013,113,6.7,181432,46,4,0,1
1,0,0,0,0,1,1,0,0,0,0,0,0,2016,88,6.4,40357,93.95,6.6,0,0
0,0,0,0,1,0,1,0,0,0,1,0,0,2009,129,6.4,137684,,4.7,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0,2016,95,7.2,89791,143.52,6.6,0,1
0,0,0,0,0,1,1,0,0,0,0,0,0,2015,110,5.1,1630,6.53,9,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2016,95,7.4,338,,,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2010,100,7.2,116435,,,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,2011,98,6.9,368556,117.53,5.7,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2014,139,8.1,33560,3.49,7.4,0,1
1,1,0,0,0,0,0,1,0,0,0,0,0,2008,120,7,216932,75.75,7.8,0,1
0,0,0,0,0,0,1,1,0,0,1,0,0,2013,124,6.2,71822,19.45,5.2,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,2016,162,7.6,24387,1.48,9.3,0,1
0,0,0,0,0,0,1,1,0,0,0,0,1,2009,135,6.7,130702,43.98,4.2,0,1
0,0,0,1,0,1,1,0,0,0,0,0,0,2007,160,7.5,143564,3.9,6.8,0,0
0,0,0,0,1,0,1,0,0,0,1,0,0,2013,90,6.6,199973,24.48,6.6,0,1
1,0,0,0,0,1,1,0,0,0,0,0,0,2016,92,6.3,21089,0.04,4.8,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,2016,101,4,277,20.76,5.3,0,1
1,0,0,1,0,0,1,0,0,0,0,0,0,2016,139,6.9,29895,,,0,0
1,0,0,0,1,0,0,0,0,0,1,0,0,2015,95,6.3,30053,0.03,5.2,0,1
0,1,0,0,1,0,1,0,0,0,0,0,0,2013,114,7.3,249877,58.23,5.4,0,0
0,0,0,0,1,1,1,0,0,0,0,0,0,2015,103,7.3,66400,17.47,7.2,0,1
1,0,0,0,0,0,0,1,1,0,0,0,0,2012,88,6.4,127157,62.32,3.9,0,1
0,0,0,0,0,0,1,0,1,0,0,0,0,2009,108,6.6,94069,0.4,4.9,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,2009,97,5.6,78631,65,3.4,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,2014,109,6,144715,89.25,2.6,0,0
1,1,0,0,0,0,0,0,0,1,0,0,0,2012,118,6.3,210965,58.88,4.3,0,1
1,1,0,0,0,0,0,1,0,0,0,0,0,2006,104,6.7,406540,234.36,5.8,0,1
0,0,0,0,1,0,1,0,0,0,1,0,0,2016,88,6,7181,,4.6,0,1
0,0,0,0,0,1,1,0,0,1,0,0,0,2016,93,6.1,10700,,,0,1
0,1,0,0,1,0,0,0,0,0,0,0,0,2014,98,6.2,74886,113.73,4.7,0,1
0,0,0,0,1,0,1,0,0,0,1,0,0,2010,112,6.7,151519,32.36,5.5,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,2014,112,6.6,261536,6.11,5.2,0,1
0,0,0,0,1,0,1,0,1,0,0,0,0,2006,120,7,73491,2.2,8.5,0,1
0,0,0,0,0,0,1,0,1,0,0,0,1,2011,85,4.9,6683,,9.4,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,2008,98,8.4,776897,223.81,,0,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2007,129,7,309398,148.73,8.5,0,1
0,0,0,0,0,0,0,0,0,1,1,1,0,2011,93,7.5,404884,54.7,7.4,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,2012,116,7.3,195360,37.4,5.8,0,1
0,0,0,0,0,0,1,0,1,1,0,0,0,2014,83,5.6,50402,31.54,5.9,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,2012,113,6.7,178471,56.72,4.9,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2006,117,8,361105,162.59,6.4,0,0
0,0,0,0,1,0,1,0,0,0,0,0,1,2014,122,8.1,110100,3.08,7.7,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,2015,119,4.8,31149,,1.8,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2016,113,7.5,4304,0.86,7.3,0,1
0,0,0,0,0,0,1,0,1,0,0,1,0,2016,85,5.5,3564,,7.2,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2008,116,8.2,595779,148.09,,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,2015,101,6.6,76469,13.65,4.2,0,0
0,0,0,0,0,0,0,1,1,0,0,0,1,2016,133,3.2,173,,5.7,0,0
0,0,0,0,0,0,1,0,0,0,1,0,0,2011,101,5.3,27006,0.03,,0,0
1,0,0,0,1,0,0,1,0,0,0,0,0,2014,104,5.6,44111,7.79,3,0,1
0,0,0,0,0,0,1,0,1,0,0,0,0,2007,116,7.4,296289,52.88,8.3,0,1
0,0,0,0,0,1,1,0,0,1,0,0,0,2015,101,6.4,36300,,3.6,0,0
0,0,0,0,0,0,0,0,1,1,0,0,1,2010,103,6.8,219916,53.99,5.2,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,2016,87,6.7,30875,9.39,6.8,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2016,83,6.4,482,,8.2,0,0
0,0,0,1,0,1,1,0,0,0,0,0,0,2009,140,7,240323,97.03,7,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2014,165,7.9,286722,25.36,10,0,1
1,1,0,0,1,0,0,0,0,0,0,0,0,2014,101,5.9,178527,190.87,3.1,0,0
0,0,0,0,0,1,1,0,0,1,0,0,0,2007,100,7.7,198006,17.11,8.2,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2015,96,6.7,2798,0.03,6.2,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,2008,111,7,267872,87.34,6.4,0,0
0,0,0,0,1,0,1,0,0,0,1,0,0,2012,95,6.9,54027,0.02,5.5,0,1
0,0,0,0,0,1,1,0,0,1,0,0,0,2007,114,7.7,206707,20.3,7.2,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,2013,117,6.6,140151,159.58,6,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2016,102,7.1,5796,0.28,8.8,0,1
0,0,0,0,0,0,1,0,0,0,1,0,0,2012,129,6.6,75291,12.8,6.3,0,0
0,0,0,0,0,1,1,0,0,1,0,0,0,2015,106,5.7,26320,0.05,3.2,0,1
0,1,0,0,1,0,0,0,0,0,1,0,0,2015,115,6.3,136323,81.26,4.8,0,0
0,0,0,0,1,1,1,0,0,0,0,0,0,2013,129,6.5,168875,49.87,4.5,1,1
0,1,0,0,0,0,1,0,0,0,0,0,1,2006,143,8,422014,57.37,6.4,0,1
0,0,0,1,0,1,1,0,0,0,0,0,0,2013,114,6.1,15514,,4.2,0,1
0,0,0,0,0,1,1,0,0,0,0,0,1,2015,137,6.5,47703,1.21,4.1,0,1
0,0,0,0,0,0,1,0,0,0,0,0,1,2008,131,7.6,352023,15.7,9.4,0,0
1,1,0,0,0,0,0,0,0,0,0,1,0,2011,114,5.6,231907,116.59,3.9,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,2016,98,5.9,9285,,5,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,2007,126,7.2,233346,25.59,5.8,0,1
1,0,0,0,0,1,0,0,0,1,0,0,0,2013,115,6.7,188004,25.12,4.9,0,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2014,102,7.2,80415,0.01,4.4,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,2015,101,6.5,57874,34.02,5.6,0,1
1,0,0,0,0,0,1,0,0,0,0,0,1,2016,140,7.2,2403,0.54,7.8,0,0
1,1,0,0,0,0,0,0,0,0,0,1,0,2014,123,6.7,331902,337.1,6.4,0,1
0,0,0,0,0,0,1,0,0,1,0,0,1,2011,112,7.5,104953,1.74,6.8,0,1
0,0,0,0,1,0,1,0,0,0,1,0,0,2016,90,6.5,16164,14.01,8.7,0,0
1,0,0,0,0,0,0,1,1,0,0,0,0,2013,130,5.9,112313,31.17,3.3,0,0
0,0,0,0,0,0,1,0,0,0,1,0,0,2008,123,7.7,245144,69.95,3.6,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2010,118,8,534388,138.8,8.8,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2008,96,7.6,54486,0.15,8.2,0,0
1,1,0,0,0,0,0,0,0,0,0,1,0,2008,88,6.1,252503,80.17,3.5,0,1
0,1,1,0,1,0,0,0,0,0,0,0,0,2010,103,8.3,586669,414.98,9.2,0,1
0,0,0,0,0,0,1,0,0,1,0,0,1,2011,122,7.1,157053,24.1,8.5,0,1
1,0,0,0,0,0,0,0,1,0,0,1,0,2012,96,5.4,114144,42.35,3.9,1,1
0,0,0,0,0,0,1,0,0,0,1,0,0,2016,151,7.8,23540,1.4,5.6,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2016,104,6.5,10708,1.36,,0,1
1,1,0,0,0,0,1,0,0,0,0,0,0,2014,105,5.5,90188,23.22,3.9,1,1
0,1,0,0,0,0,1,1,0,0,0,0,0,2012,127,7.9,471109,124.98,7.9,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2009,93,8.1,177602,,6.1,0,1
0,0,0,0,1,0,1,0,0,0,1,0,0,2011,100,6.1,19636,0.2,,0,1
0,0,0,0,0,0,1,0,0,0,1,1,0,2014,106,7.3,86271,0.33,5.7,0,1
1,1,0,0,0,0,0,0,0,0,0,0,1,2007,128,7.2,347567,134.52,6.9,0,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2016,94,5.5,1427,,4.4,0,1
0,0,0,0,0,1,1,0,1,0,0,0,0,2007,111,6.5,73835,1.29,,0,0
0,0,0,0,1,0,0,1,0,0,0,0,0,2012,106,7,494641,218.63,6.2,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,2010,111,7.1,250012,90.36,6,0,1
0,1,0,0,0,0,1,0,0,0,1,0,0,2008,165,6.6,106115,49.55,5.3,0,1
1,0,0,0,0,1,1,0,0,0,0,0,0,2010,98,6.5,83788,23.23,4.4,0,1
0,0,0,0,0,1,0,0,1,0,0,0,1,2016,87,5.8,4754,,6,0,1
0,0,0,0,0,0,0,0,0,0,1,1,1,2011,106,7.1,208632,62.45,,0,1
0,0,0,0,1,0,1,0,0,0,1,0,0,2016,88,6.5,5908,1.02,5.3,0,1
0,0,0,0,0,1,1,0,0,0,0,0,0,2014,141,7.4,146812,47.11,4.8,0,0
0,0,0,0,0,1,1,0,0,1,0,0,0,2013,96,6.2,18437,5.73,5,0,0
1,1,0,0,0,0,0,0,0,0,0,1,0,2009,150,6,335757,402.08,3.5,1,0
0,0,1,0,0,0,0,1,0,0,0,0,0,2016,80,7.6,11482,0.92,8.6,0,0
0,1,1,0,1,0,0,0,0,0,0,0,0,2014,95,7.3,50388,50.15,6.7,0,1
0,0,0,0,0,0,1,0,0,1,0,0,0,2010,131,8.2,92863,6.86,8,1,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2007,116,5.8,74664,36.77,4.6,0,1
0,0,1,0,1,0,0,0,0,0,0,0,0,2006,108,6.5,141141,197.99,7.7,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,2015,104,6.6,64557,32.36,3.8,0,0
0,0,0,0,0,0,0,0,1,1,0,0,1,2008,86,6.2,96718,52.53,4.7,0,1
1,1,0,0,0,0,1,0,0,0,0,0,0,2014,138,5.8,209700,101.16,6.8,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,2014,97,6.4,236500,150.06,6.8,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2013,123,6.7,65824,0.33,6,0,1
0,1,0,1,0,0,1,0,0,0,0,0,0,2014,115,7.1,95553,37.88,7.6,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,2010,102,6,190385,162,3,0,1
0,0,0,0,0,0,0,0,1,0,0,0,1,2016,89,5.1,26088,20.75,4.7,0,1
1,0,0,0,0,0,1,0,0,0,0,0,0,2010,140,6.2,127983,176.59,6.1,0,1
0,0,0,0,1,0,0,1,1,0,0,0,0,2012,113,6.2,209326,79.71,5.5,0,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2011,109,6.6,286543,55.8,6.3,0,1
0,0,0,0,0,0,1,0,0,1,1,0,0,2006,110,7.6,309934,39.83,6.8,0,0
1,1,0,0,1,0,0,0,0,0,0,0,0,2010,117,6.8,219116,77.21,4.7,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,2014,100,6.7,71069,0.32,7.6,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,2013,119,6.3,166342,44.67,4.2,0,0
0,1,0,0,1,0,0,0,0,0,0,1,0,2011,104,7,201707,37.37,5.7,0,0
0,0,0,0,1,0,1,1,0,0,0,0,0,2016,100,6.9,688,,5.1,0,1
0,0,0,0,0,0,0,0,0,1,0,0,1,2006,149,6.6,338280,217.54,4.6,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,2016,104,7.7,16163,0.69,3.7,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,2011,126,7.5,259182,73.82,8.3,1,0
0,0,0,0,0,0,0,0,1,0,0,0,1,2015,93,5.6,4155,0.02,6.8,0,1
1,0,0,0,0,0,1,0,0,0,1,0,0,2008,128,7.1,182305,39.38,5.7,1,1
0,0,0,0,0,0,1,0,0,0,1,0,0,2015,118,5.7,17439,0.56,5.3,0,1
1,1,0,0,0,0,0,1,0,0,0,0,0,2008,112,5.2,124554,102.18,3.1,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,2016,99,5.4,29642,63.03,4,0,0
1,0,0,1,0,0,1,0,0,0,0,0,0,2016,111,6.6,8998,4.71,5.4,0,1
0,0,0,0,0,0,1,0,0,1,1,0,0,2009,129,8.2,144524,20.17,8,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,2010,110,7.6,254904,171.03,8,0,1
0,0,0,0,0,0,1,0,0,0,1,0,0,2015,96,6.2,25903,3.59,4.6,0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,2014,116,6.1,144779,42.62,4.4,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,2016,86,4.6,313,,6,0,0
0,0,0,0,1,0,1,0,0,0,1,0,0,2016,127,5.7,3731,3.65,,0,1
0,0,0,0,0,0,0,0,1,0,0,0,1,2016,99,6.1,30035,34.9,6.5,0,1
0,1,0,0,0,0,0,1,0,0,0,0,0,2013,106,5.9,91684,68.56,3.9,0,1
0,0,0,0,0,1,1,0,0,1,0,0,0,2007,113,7.2,148943,39,6.8,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,2013,104,6.5,92875,27.69,6.1,0,1
0,0,0,0,1,1,1,0,0,0,0,0,0,2008,107,7.9,322536,7.76,6.7,0,0
1,0,0,0,1,0,0,0,0,0,1,0,0,2012,103,6.3,154400,54.76,3.1,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2016,106,5,353,,6.4,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,2009,111,7.3,187302,0.06,,0,1
0,0,0,0,0,0,1,0,0,0,0,0,1,2016,92,5.2,2083,,4.6,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,2016,87,6.6,256,,3.6,0,1
1,1,0,0,0,0,0,1,0,0,0,0,0,2011,113,5.2,84893,21.27,,0,1
1,0,0,1,0,0,1,0,0,0,0,0,0,2010,116,7.8,290056,93.57,7.9,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2007,114,7.5,91229,31.66,3.8,0,1
0,0,0,0,1,0,1,0,0,0,0,0,0,2014,114,7.3,151970,31.24,6.8,0,1
0,0,0,0,0,0,1,0,0,0,0,0,1,2015,102,7.3,57826,18.7,7.3,0,1
1,0,0,0,0,0,0,0,0,1,0,0,1,2008,118,6.6,156158,101.11,4.3,0,0
0,0,0,0,0,0,0,0,1,0,0,1,1,2013,85,5.7,154588,64.42,4.1,0,1
0,0,0,0,1,0,1,0,0,0,1,0,0,2014,153,8.2,103279,10.57,5.1,0,1
1,0,0,0,0,0,0,0,0,0,0,1,0,2013,114,6.7,194236,61.66,,0,1
1,1,0,0,0,0,0,1,0,0,0,0,0,2008,122,6.2,351361,317.01,6.5,0,0
0,0,0,0,0,0,1,0,0,1,1,0,0,2015,109,6.3,72515,31.99,5.6,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2015,119,5.7,25928,0.34,6.5,0,1
1,1,0,0,0,0,0,0,0,0,0,0,1,2008,106,6.6,347798,168.37,5.8,0,1
1,0,0,0,0,1,0,0,0,0,0,0,1,2016,95,4.5,2043,,3.4,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,2010,98,8.1,523893,217.39,7.4,0,1
0,0,0,0,0,0,1,1,0,1,0,0,0,2006,110,5.6,82701,42.27,3.6,1,0
0,0,0,0,0,0,1,0,0,0,0,1,0,2006,96,7.3,199193,10.14,5.1,0,1
0,1,1,0,1,0,0,0,0,0,0,0,0,2011,106,6.2,110490,191.45,5.7,0,1
0,0,0,0,0,0,0,0,1,0,0,0,1,2016,102,5.1,10871,0.78,3.5,0,1
1,0,0,0,0,0,0,0,0,0,0,0,1,2015,90,4.7,9026,,5.6,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,2016,90,4.8,499,,,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2015,108,7.2,29912,3.86,,0,1
1,0,0,0,0,0,0,0,0,1,0,0,1,2011,113,6.9,218679,61.09,5.6,0,1
1,0,0,0,0,0,0,0,0,1,0,1,0,2015,117,6.5,67196,12.28,3.4,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,2007,120,7.3,128146,28.48,4.5,0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,2016,82,6.5,1031,,7.7,0,1
0,0,0,0,1,0,1,0,0,0,1,0,0,2014,95,6.9,31370,0.04,3.1,0,1
0,0,0,1,0,0,1,0,0,0,0,0,1,2013,134,7.8,346154,107.1,8.3,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2016,108,6.8,378,,3.7,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0,2016,92,4.6,11555,3.77,2.2,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0,2015,89,6.7,69157,169.69,4.4,0,0
1,0,0,0,0,1,1,0,0,0,0,0,0,2008,92,6.4,366138,227.95,4.9,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,2015,118,6,50241,87.03,5.8,0,1
0,0,0,0,1,1,0,0,0,0,0,0,1,2013,111,6.3,92868,36.92,4.2,0,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2008,101,6.6,154936,31.45,5.6,0,0
0,0,1,0,1,0,1,0,0,0,0,0,0,2016,66,7.8,4370,0.29,8.5,0,1
1,0,0,0,0,1,0,0,0,0,0,0,1,2012,102,6.6,129252,18.6,4,0,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2011,108,6.2,178243,70.63,5,0,1
0,1,0,1,0,0,1,0,0,0,0,0,0,2006,120,7.3,87887,5.48,7.7,0,1
0,1,1,0,1,0,0,0,0,0,0,0,0,2013,98,7.4,304837,368.05,6.2,0,0
0,0,0,0,0,1,1,0,0,1,0,0,0,2014,114,6.5,93883,25.98,5.7,0,1
1,0,0,0,1,0,0,0,0,0,0,1,0,2013,109,7,199813,26,8.1,0,0
0,0,0,0,1,0,0,1,1,0,0,0,0,2016,88,4.3,7091,,2.3,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,2012,110,7.2,196652,14.99,6.6,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0,2007,115,6.2,146566,82.16,5.9,0,0
1,0,0,0,0,0,1,0,0,0,0,0,1,2014,105,6.2,103681,50.55,5.7,0,1
0,0,0,0,0,0,0,1,1,0,0,0,0,2007,104,6.8,221073,71.98,6.4,0,1
0,0,0,0,0,1,1,0,0,0,0,0,1,2014,111,6,52537,33.63,5.5,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,2010,116,6.6,233148,90.76,5,0,1
0,0,0,0,1,0,1,0,0,0,1,0,0,2013,95,7.1,115751,6.85,8.2,0,0
0,0,0,1,0,0,1,0,0,0,1,0,0,2016,111,6.8,4771,3.9,6.5,0,1
1,0,0,0,0,0,1,0,0,0,0,0,0,2016,128,5.2,4964,,3,0,1
1,1,0,0,1,0,0,0,0,0,0,0,0,2015,93,6.7,19309,0.05,6,0,1
0,0,0,0,0,0,0,0,1,0,0,0,1,2013,100,6.2,142560,71.59,5.7,0,0
0,0,0,0,0,0,0,0,1,1,0,0,1,2009,123,7,153448,41.57,4.2,0,1
0,0,0,0,1,0,0,0,0,0,1,0,0,2012,112,6.3,72050,16.68,5.4,1,1
0,1,1,0,1,0,0,0,0,0,0,0,0,2009,87,7.8,149779,21,8.3,0,1
0,0,0,0,0,1,1,0,0,1,0,0,0,2006,129,7.6,285441,88.5,7.6,0,1
0,0,0,0,0,1,1,0,0,1,0,0,0,2016,95,5.4,8755,,2.7,0,1
0,1,0,1,0,0,1,0,0,0,0,0,0,2010,94,7.6,294010,18.33,8.2,1,1
0,0,0,0,0,0,0,0,1,1,0,0,1,2014,99,5.4,91106,84.26,3.7,0,1
0,0,0,0,0,0,0,0,1,0,0,0,1,2016,73,4.6,564,,6.3,0,1
0,0,0,0,0,0,1,0,0,0,1,0,0,2014,107,6.9,13711,,,0,1
0,1,0,0,0,0,0,1,0,1,0,0,0,2009,123,6.8,130153,7.69,6.5,0,0
1,1,0,0,0,0,0,0,0,0,0,1,0,2009,118,5.8,180105,150.17,3.2,0,1
0,0,0,1,0,0,1,0,0,0,0,0,0,2016,119,7,5855,0.3,7.2,0,1
0,0,0,0,0,0,1,0,0,0,0,0,1,2015,90,5.8,4779,,2.7,0,1
0,0,0,0,0,0,0,0,1,0,0,0,1,2016,88,5.3,1427,,2.5,0,1
0,0,0,0,0,0,1,0,1,0,0,0,1,2016,91,4.6,5715,6.88,,0,1
1,1,0,0,0,0,0,1,0,0,0,0,0,2016,108,5.3,1391,,7.7,0,1
1,0,0,0,0,0,0,0,1,0,0,0,1,2007,191,7.6,160350,25.03,,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,2008,87,1.9,77207,14.17,1.5,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,2006,102,7.2,171356,70.27,6.3,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,2012,94,6.4,16917,49,5.4,0,1
0,0,0,0,0,0,1,0,0,0,1,0,0,2011,120,7.4,67464,11.23,7.6,0,0
1,1,0,0,1,0,0,0,0,0,0,0,0,2008,112,5.7,62719,70.22,2.9,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,2012,83,6.4,225394,59.62,5.8,0,1
0,0,0,0,0,0,0,0,0,1,1,0,1,2014,108,6.3,38804,5.98,2.4,0,1
0,0,0,0,0,1,1,0,0,0,0,0,0,2016,128,7.5,5531,0.13,8.4,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,2008,113,5.5,163144,100.02,5.4,0,1
0,0,0,0,0,1,1,0,0,1,0,0,0,2016,102,4.2,8409,,2.3,0,0
0,0,0,1,0,0,1,0,0,0,1,0,0,2016,115,7.8,346,,6,0,1
